step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
73,TRANSFER,12619.29,C427763831,12619.29,0.0,C1394804033,0.0,0.0,1,0
73,CASH_OUT,12619.29,C754386554,12619.29,0.0,C1470379039,204470.03,217089.31,1,0
73,TRANSFER,193663.9,C1668034974,193663.9,0.0,C1048930255,0.0,0.0,1,0
73,CASH_OUT,193663.9,C682644115,193663.9,0.0,C242591003,0.0,193663.9,1,0
73,TRANSFER,684796.16,C1223486306,684796.16,0.0,C964592362,0.0,0.0,1,0
73,CASH_OUT,684796.16,C1555882195,684796.16,0.0,C644163395,2754453.54,3439249.7,1,0
73,TRANSFER,400157.86,C1591659035,400157.86,0.0,C1490141777,0.0,0.0,1,0
73,CASH_OUT,400157.86,C1959804825,400157.86,0.0,C1005460442,0.0,400157.86,1,0
74,TRANSFER,4375931.29,C775816840,4375931.29,0.0,C1539861914,0.0,0.0,1,0
74,CASH_OUT,4375931.29,C367894534,4375931.29,0.0,C397644656,68494.86,4444426.16,1,0
74,TRANSFER,74177.92,C1294027751,74177.92,0.0,C1027008059,0.0,0.0,1,0
74,CASH_OUT,74177.92,C146952243,74177.92,0.0,C570435842,79018.51,153196.43,1,0
74,TRANSFER,59127.34,C1444290021,59127.34,0.0,C959470338,0.0,0.0,1,0
74,CASH_OUT,59127.34,C780368561,59127.34,0.0,C1227289239,17207.02,76334.36,1,0
74,TRANSFER,2451423.58,C554032564,2451423.58,0.0,C1773822709,0.0,0.0,1,0
74,CASH_OUT,2451423.58,C1267904754,2451423.58,0.0,C858620596,4870.65,2456294.22,1,0
74,TRANSFER,59813.61,C1934910898,59813.61,0.0,C547328121,0.0,0.0,1,0
74,CASH_OUT,59813.61,C1784961866,59813.61,0.0,C1245192492,0.0,59813.61,1,0
74,TRANSFER,158489.29,C1694745551,158489.29,0.0,C43669214,0.0,0.0,1,0
74,CASH_OUT,158489.29,C1003023037,158489.29,0.0,C1969565765,0.0,158489.29,1,0
74,TRANSFER,85637.08,C1809932675,85637.08,0.0,C1098977292,0.0,0.0,1,0
74,CASH_OUT,85637.08,C588765630,85637.08,0.0,C766485430,235137.06,320774.13,1,0
74,TRANSFER,1311150.9,C1492220840,1311150.9,0.0,C839360691,0.0,0.0,1,0
74,CASH_OUT,1311150.9,C605093641,1311150.9,0.0,C721605153,0.0,1311150.9,1,0
74,TRANSFER,4582074.51,C1151172465,4582074.51,0.0,C2088124795,0.0,0.0,1,0
74,CASH_OUT,4582074.51,C1507497077,4582074.51,0.0,C910594371,154034.94,4736109.45,1,0
74,TRANSFER,455074.13,C178620637,455074.13,0.0,C479353061,0.0,0.0,1,0
74,CASH_OUT,455074.13,C695129655,455074.13,0.0,C1013511446,9237170.74,9692244.86,1,0
74,TRANSFER,3284197.88,C103236252,3284197.88,0.0,C1710384366,0.0,0.0,1,0
74,CASH_OUT,3284197.88,C198379281,3284197.88,0.0,C857746237,200942.08,3485139.96,1,0
75,TRANSFER,810039.19,C756454870,810039.19,0.0,C1095120189,0.0,0.0,1,0
75,CASH_OUT,810039.19,C1922445613,810039.19,0.0,C461145537,409035.12,1219074.31,1,0
75,TRANSFER,959018.79,C1318698561,959018.79,0.0,C2115087067,0.0,0.0,1,0
75,CASH_OUT,959018.79,C1566688012,959018.79,0.0,C1361631138,0.0,959018.79,1,0
75,TRANSFER,755813.12,C1153451347,755813.12,0.0,C450761826,0.0,0.0,1,0
75,CASH_OUT,755813.12,C127671231,755813.12,0.0,C974221574,494575.27,1250388.38,1,0
75,TRANSFER,460436.43,C1935083121,460436.43,0.0,C83154619,0.0,0.0,1,0
75,CASH_OUT,460436.43,C568175103,460436.43,0.0,C283083073,0.0,460436.43,1,0
76,TRANSFER,9917.27,C1267158518,9917.27,0.0,C1985253789,0.0,0.0,1,0
76,CASH_OUT,9917.27,C1776957208,9917.27,0.0,C776312807,408610.64,418527.91,1,0
76,TRANSFER,2066446.27,C1668561632,2066446.27,0.0,C575000794,0.0,0.0,1,0
76,CASH_OUT,2066446.27,C725597637,2066446.27,0.0,C157857444,423086.94,2489533.21,1,0
77,TRANSFER,819048.34,C1528612318,819048.34,0.0,C669563371,0.0,0.0,1,0
77,CASH_OUT,819048.34,C48810852,819048.34,0.0,C1460010933,1104098.69,1923147.03,1,0
77,TRANSFER,9039246.82,C1074348771,9039246.82,0.0,C306278286,0.0,0.0,1,0
77,CASH_OUT,9039246.82,C378412722,9039246.82,0.0,C802151575,464686.69,9503933.51,1,0
77,TRANSFER,239473.85,C729877384,239473.85,0.0,C1610940627,0.0,0.0,1,0
77,CASH_OUT,239473.85,C1878410871,239473.85,0.0,C891884680,729245.09,968718.94,1,0
77,TRANSFER,5715004.3,C958168241,5715004.3,0.0,C1700925232,0.0,0.0,1,0
77,CASH_OUT,5715004.3,C1519833841,5715004.3,0.0,C1856760155,318309.23,6033313.53,1,0
77,TRANSFER,2149976.69,C1907685273,2149976.69,0.0,C2107203461,0.0,0.0,1,0
77,CASH_OUT,2149976.69,C1519673706,2149976.69,0.0,C1396705699,0.0,2149976.69,1,0
78,TRANSFER,1321091.25,C3630973,1321091.25,0.0,C1609262789,0.0,0.0,1,0
78,CASH_OUT,1321091.25,C1817853136,1321091.25,0.0,C1040572676,0.0,1321091.25,1,0
78,TRANSFER,113829.89,C973342461,113829.89,0.0,C631818291,0.0,0.0,1,0
78,CASH_OUT,113829.89,C1130541030,113829.89,0.0,C50502894,0.0,113829.89,1,0
78,TRANSFER,178569.48,C282621115,178569.48,0.0,C2027238520,0.0,0.0,1,0
78,CASH_OUT,178569.48,C395825139,178569.48,0.0,C1241208981,263128.53,441698.01,1,0
78,TRANSFER,1735647.47,C32677445,1735647.47,0.0,C154560289,0.0,0.0,1,0
78,CASH_OUT,1735647.47,C1347258113,1735647.47,0.0,C169356853,0.0,1735647.47,1,0
78,TRANSFER,2254934.36,C65227807,2254934.36,0.0,C213999906,0.0,0.0,1,0
78,CASH_OUT,2254934.36,C706933703,2254934.36,0.0,C273430415,364128.61,2619062.97,1,0
79,TRANSFER,353045.35,C1325126961,353045.35,0.0,C1068974192,0.0,0.0,1,0
79,CASH_OUT,353045.35,C1947418069,353045.35,0.0,C615914680,981978.74,1335024.09,1,0
79,TRANSFER,1619331.51,C144675030,1619331.51,0.0,C660991644,0.0,0.0,1,0
79,CASH_OUT,1619331.51,C1899697178,1619331.51,0.0,C553920581,0.0,1619331.51,1,0
79,TRANSFER,61178.51,C1635325265,61178.51,0.0,C1782100943,0.0,0.0,1,0
79,CASH_OUT,61178.51,C216625470,61178.51,0.0,C1897901588,238787.35,299965.86,1,0
79,TRANSFER,664992.86,C2021935445,664992.86,0.0,C332249974,0.0,0.0,1,0
79,CASH_OUT,664992.86,C1370888603,664992.86,0.0,C1110499013,769363.38,1434356.23,1,0
79,TRANSFER,432254.84,C2026655073,432254.84,0.0,C524492169,0.0,0.0,1,0
79,CASH_OUT,432254.84,C1072407495,432254.84,0.0,C577652704,1300115.81,1732370.65,1,0
80,TRANSFER,42659.39,C1702857614,42659.39,0.0,C952860391,0.0,0.0,1,0
80,CASH_OUT,42659.39,C73677947,42659.39,0.0,C1626691330,173558.43,216217.82,1,0
80,TRANSFER,173782.59,C517594835,173782.59,0.0,C1448192965,0.0,0.0,1,0
80,CASH_OUT,173782.59,C2085532500,173782.59,0.0,C1628486398,3272453.63,3446236.22,1,0
80,TRANSFER,62134.33,C1710515368,62134.33,0.0,C1582805529,0.0,0.0,1,0
80,CASH_OUT,62134.33,C1079384969,62134.33,0.0,C1087953881,509204.33,571338.66,1,0
80,TRANSFER,972920.87,C279538198,972920.87,0.0,C1842012952,0.0,0.0,1,0
80,CASH_OUT,972920.87,C427077444,972920.87,0.0,C1033887610,21030.1,993950.97,1,0
80,TRANSFER,244814.12,C2138181348,244814.12,0.0,C1608735206,0.0,0.0,1,0
80,CASH_OUT,244814.12,C696147355,244814.12,0.0,C1941798570,7106855.47,7351669.59,1,0
81,TRANSFER,82527.13,C538871976,82527.13,0.0,C1208558259,0.0,0.0,1,0
81,CASH_OUT,82527.13,C728143038,82527.13,0.0,C1407664911,397267.85,479794.98,1,0
81,TRANSFER,78028.89,C1141684760,78028.89,0.0,C1203351352,0.0,0.0,1,0
81,CASH_OUT,78028.89,C524658055,78028.89,0.0,C200964845,473519.42,551548.31,1,0
81,TRANSFER,2737766.8,C1263150351,2737766.8,0.0,C61517319,0.0,0.0,1,0
