step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
553,TRANSFER,1688761.08,C777851401,1688761.08,0.0,C1452777690,0.0,0.0,1,0
553,CASH_OUT,1688761.08,C2095328996,1688761.08,0.0,C1800908612,0.0,1688761.08,1,0
553,TRANSFER,254528.76,C1413607654,254528.76,0.0,C519703316,0.0,0.0,1,0
553,CASH_OUT,254528.76,C1619730527,254528.76,0.0,C307774634,380985.06,635513.82,1,0
553,TRANSFER,151105.97,C645970717,151105.97,0.0,C10677720,0.0,0.0,1,0
553,CASH_OUT,151105.97,C2068722215,151105.97,0.0,C1242414689,0.0,151105.97,1,0
553,TRANSFER,244312.69,C1640049585,244312.69,0.0,C542321512,0.0,0.0,1,0
553,CASH_OUT,244312.69,C2020773415,244312.69,0.0,C1441292929,2551013.59,2795326.27,1,0
554,TRANSFER,10000000.0,C357910633,33576297.1,23576297.1,C810398969,0.0,0.0,1,0
554,CASH_OUT,10000000.0,C2038780073,10000000.0,0.0,C1355993578,0.0,10000000.0,1,0
554,TRANSFER,10000000.0,C292642955,23576297.1,13576297.1,C1916793179,0.0,0.0,1,0
554,CASH_OUT,10000000.0,C2099173172,10000000.0,0.0,C497323053,239962.98,10239962.98,1,0
554,TRANSFER,10000000.0,C1110953726,13576297.1,3576297.1,C531811781,0.0,0.0,1,0
554,CASH_OUT,10000000.0,C291823113,10000000.0,0.0,C1546786985,0.0,10000000.0,1,0
554,TRANSFER,3576297.1,C193696150,3576297.1,3576297.1,C484597480,0.0,0.0,1,1
554,CASH_OUT,0.0,C10965156,0.0,0.0,C1493336195,230289.66,230289.66,1,0
554,TRANSFER,353785.26,C2082156144,353785.26,0.0,C1041223833,0.0,0.0,1,0
554,CASH_OUT,353785.26,C1270362988,353785.26,0.0,C471561337,0.0,353785.26,1,0
554,TRANSFER,9421856.87,C476581036,9421856.87,0.0,C919579772,0.0,0.0,1,0
554,CASH_OUT,9421856.87,C644898293,9421856.87,0.0,C714177004,0.0,9421856.87,1,0
554,TRANSFER,1025082.07,C54370277,1025082.07,0.0,C108260141,0.0,0.0,1,0
554,CASH_OUT,1025082.07,C152367037,1025082.07,0.0,C451693209,1430070.2,2455152.27,1,0
554,TRANSFER,2689.43,C1733605801,2689.43,0.0,C1430622047,0.0,0.0,1,0
554,CASH_OUT,2689.43,C183290292,2689.43,0.0,C208671176,854373.6,857063.03,1,0
554,TRANSFER,346795.44,C1744798972,346795.44,0.0,C815065594,0.0,0.0,1,0
