step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
505,DEBIT,1425.78,C1064781796,5003.0,3577.22,C335352581,1283502.5,1284928.28,0,0
505,PAYMENT,5600.01,C604690003,803203.0,797602.99,M1097941709,0.0,0.0,0,0
505,DEBIT,684.74,C501982593,16221.0,15536.26,C259650505,49998.51,50683.25,0,0
505,PAYMENT,4127.61,C413567423,15536.26,11408.65,M1793883318,0.0,0.0,0,0
505,PAYMENT,31460.92,C557853708,11408.65,0.0,M1640448520,0.0,0.0,0,0
505,PAYMENT,12975.06,C1291900158,1180.0,0.0,M1149245476,0.0,0.0,0,0
505,PAYMENT,9703.5,C1686138100,0.0,0.0,M1057793390,0.0,0.0,0,0
505,TRANSFER,2251225.38,C1960849749,2251225.38,0.0,C785239841,0.0,0.0,1,0
505,CASH_OUT,2251225.38,C811947733,2251225.38,0.0,C216058028,23722.5,2274947.89,1,0
505,PAYMENT,2315.37,C1466268641,9093.0,6777.63,M228103094,0.0,0.0,0,0
505,TRANSFER,59002.73,C2013749705,1055.0,0.0,C1860513229,11512699.23,11571701.96,0,0
505,PAYMENT,8667.9,C1657689058,81616.0,72948.1,M512263721,0.0,0.0,0,0
505,CASH_OUT,406594.98,C1464116077,72948.1,0.0,C842293503,705276.36,1111871.34,0,0
505,PAYMENT,3648.1,C344889701,24983.0,21334.9,M72321365,0.0,0.0,0,0
505,CASH_OUT,23113.23,C1588391483,258157.0,235043.77,C123102233,40072.68,63185.91,0,0
505,PAYMENT,3269.78,C738287944,235043.77,231773.99,M1277464604,0.0,0.0,0,0
505,PAYMENT,24837.02,C886685164,231773.99,206936.97,M230506618,0.0,0.0,0,0
505,PAYMENT,9226.43,C714173348,154752.0,145525.57,M1113438874,0.0,0.0,0,0
505,PAYMENT,1114.53,C991058400,145525.57,144411.04,M1548447848,0.0,0.0,0,0
505,TRANSFER,115587.61,C2099702798,31805.0,0.0,C1349887369,0.0,115587.61,0,0
505,PAYMENT,9106.39,C1375731802,167910.0,158803.61,M2071240355,0.0,0.0,0,0
505,PAYMENT,5919.3,C2084268437,3455.0,0.0,M909618304,0.0,0.0,0,0
505,PAYMENT,10059.47,C1692887244,133280.0,123220.53,M1002005365,0.0,0.0,0,0
505,TRANSFER,160671.97,C485081686,16434.0,0.0,C46296404,566584.42,727256.39,0,0
505,PAYMENT,24930.1,C397487847,0.0,0.0,M1213175253,0.0,0.0,0,0
505,PAYMENT,39292.83,C949871970,0.0,0.0,M1790212949,0.0,0.0,0,0
505,PAYMENT,16798.74,C1953277682,0.0,0.0,M1077507223,0.0,0.0,0,0
505,PAYMENT,326.48,C400043783,0.0,0.0,M1585414266,0.0,0.0,0,0
505,PAYMENT,7698.06,C1328932465,0.0,0.0,M1151581900,0.0,0.0,0,0
505,PAYMENT,16345.23,C307560776,0.0,0.0,M814427944,0.0,0.0,0,0
505,PAYMENT,10867.11,C1349341478,0.0,0.0,M157405241,0.0,0.0,0,0
505,PAYMENT,6032.7,C864341788,11400.0,5367.3,M1520387115,0.0,0.0,0,0
505,PAYMENT,6841.66,C1614924351,5104.0,0.0,M1738948118,0.0,0.0,0,0
505,PAYMENT,10321.67,C1926226385,197710.0,187388.33,M1389452735,0.0,0.0,0,0
505,PAYMENT,1250.35,C1018131944,13580.0,12329.65,M1789897445,0.0,0.0,0,0
505,PAYMENT,7572.34,C1742933768,33927.0,26354.66,M1057458926,0.0,0.0,0,0
505,PAYMENT,3900.61,C2017507539,10459.0,6558.39,M1873792444,0.0,0.0,0,0
505,PAYMENT,4859.52,C281744398,15328.0,10468.48,M328772611,0.0,0.0,0,0
505,PAYMENT,6277.21,C1851988099,21248.0,14970.79,M2142300894,0.0,0.0,0,0
505,PAYMENT,19828.19,C924056130,9149.0,0.0,M1639821335,0.0,0.0,0,0
505,PAYMENT,10091.22,C401349539,31573.0,21481.78,M1869804954,0.0,0.0,0,0
505,PAYMENT,5389.6,C1193001948,20410.0,15020.4,M1269497376,0.0,0.0,0,0
505,PAYMENT,5986.61,C1013765621,205497.0,199510.39,M1154099655,0.0,0.0,0,0
505,PAYMENT,14424.31,C1565919137,13180.0,0.0,M1100069333,0.0,0.0,0,0
505,TRANSFER,2968977.92,C453513071,0.0,0.0,C435011494,5327753.64,8296731.56,0,0
505,PAYMENT,6759.49,C244947416,29746.0,22986.51,M1671429285,0.0,0.0,0,0
505,PAYMENT,6404.72,C789364242,141922.0,135517.28,M1948561387,0.0,0.0,0,0
505,PAYMENT,5028.72,C917618670,20139.0,15110.28,M710350665,0.0,0.0,0,0
505,TRANSFER,195886.13,C1617023039,93948.0,0.0,C904549651,152809.56,348695.69,0,0
505,PAYMENT,3580.07,C837513263,113.0,0.0,M169797427,0.0,0.0,0,0
505,TRANSFER,77061.65,C417420390,12119.0,0.0,C1498056681,6600486.75,6677548.41,0,0
505,TRANSFER,4553004.39,C1987026797,4553004.39,0.0,C1139368675,0.0,0.0,1,0
505,CASH_OUT,4553004.39,C485487495,4553004.39,0.0,C49397017,26260.25,4579264.63,1,0
