step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
433,TRANSFER,5270.57,C1852767807,5270.57,0.0,C18879780,0.0,0.0,1,0
433,CASH_OUT,5270.57,C1431630057,5270.57,0.0,C1051716016,305288.23,310558.81,1,0
433,TRANSFER,673722.73,C1578662968,673722.73,0.0,C620731531,0.0,0.0,1,0
433,CASH_OUT,673722.73,C330958414,673722.73,0.0,C1015835310,0.0,673722.73,1,0
433,TRANSFER,1191183.65,C180129024,1191183.65,0.0,C1802674568,0.0,0.0,1,0
433,CASH_OUT,1191183.65,C2023614214,1191183.65,0.0,C1887453436,0.0,1191183.65,1,0
434,TRANSFER,32671.88,C1710865809,32671.88,0.0,C1882736497,0.0,0.0,1,0
434,CASH_OUT,32671.88,C640831254,32671.88,0.0,C1389084287,164307.14,196979.02,1,0
434,TRANSFER,2040374.55,C1208488541,2040374.55,0.0,C1222558935,0.0,0.0,1,0
434,CASH_OUT,2040374.55,C1606056333,2040374.55,0.0,C2110335244,50729.93,2091104.48,1,0
434,TRANSFER,1307156.17,C1996964574,1307156.17,0.0,C1716850817,0.0,0.0,1,0
434,CASH_OUT,1307156.17,C1140455895,1307156.17,0.0,C1640699182,273026.12,1580182.28,1,0
434,TRANSFER,4152987.1,C1273725199,4152987.1,0.0,C357948041,0.0,0.0,1,0
434,CASH_OUT,4152987.1,C1200746478,4152987.1,0.0,C1248241557,45694.34,4198681.44,1,0
435,TRANSFER,365332.78,C815195284,365332.78,0.0,C181224560,0.0,0.0,1,0
435,CASH_OUT,365332.78,C1014077257,365332.78,0.0,C948907509,27185.14,392517.92,1,0
435,TRANSFER,1143937.73,C206561987,1143937.73,0.0,C1495554758,0.0,0.0,1,0
435,CASH_OUT,1143937.73,C1347260506,1143937.73,0.0,C351378150,174260.08,1318197.81,1,0
436,PAYMENT,1187.84,C1475898499,9025.0,7837.16,M1728279274,0.0,0.0,0,0
436,TRANSFER,1532229.72,C338287923,1532229.72,0.0,C522956447,0.0,0.0,1,0
436,CASH_OUT,1532229.72,C685396140,1532229.72,0.0,C961098321,89278.84,1621508.56,1,0
436,DEBIT,1792.47,C1020443968,24778.0,22985.53,C1290477085,979942.95,981735.42,0,0
436,PAYMENT,723.14,C1077550098,79585.0,78861.86,M446726499,0.0,0.0,0,0
436,CASH_OUT,232308.6,C1611005355,78861.86,0.0,C900598937,1743264.62,1975573.22,0,0
436,CASH_OUT,222651.39,C1226077270,0.0,0.0,C217100602,37275986.96,37498638.35,0,0
436,CASH_OUT,233839.93,C1507732458,0.0,0.0,C338704786,366215.23,600055.16,0,0
436,CASH_OUT,70440.64,C1206587947,0.0,0.0,C1711395412,1107019.34,1177459.98,0,0
436,CASH_OUT,70077.15,C139216856,0.0,0.0,C1827728869,143764.61,213841.76,0,0
436,CASH_OUT,70034.12,C1645225027,0.0,0.0,C1480551989,302778.46,372812.58,0,0
436,CASH_OUT,158872.67,C1245303440,0.0,0.0,C819534331,612419.13,771291.8,0,0
436,TRANSFER,59841.44,C1440545718,59841.44,0.0,C1822077806,0.0,0.0,1,0
436,CASH_OUT,59841.44,C1061422162,59841.44,0.0,C1799894308,0.0,59841.44,1,0
436,PAYMENT,438.71,C1553276357,125020.0,124581.29,M1480386965,0.0,0.0,0,0
436,PAYMENT,3779.4,C1787799663,124581.29,120801.89,M1970685944,0.0,0.0,0,0
436,PAYMENT,1193.18,C33097638,120801.89,119608.71,M1043736141,0.0,0.0,0,0
436,PAYMENT,594.69,C695024948,4893.0,4298.31,M1860429414,0.0,0.0,0,0
436,PAYMENT,3128.88,C661526571,330.0,0.0,M686118597,0.0,0.0,0,0
436,PAYMENT,1396.69,C1755404912,936.0,0.0,M419451348,0.0,0.0,0,0
436,PAYMENT,33477.01,C1324924319,0.0,0.0,M1277794811,0.0,0.0,0,0
436,PAYMENT,810.97,C775497940,1026.0,215.03,M900481590,0.0,0.0,0,0
436,PAYMENT,1869.74,C1043531097,557.0,0.0,M1045800229,0.0,0.0,0,0
436,PAYMENT,755.56,C1498236339,11938.0,11182.44,M237441374,0.0,0.0,0,0
436,PAYMENT,482.53,C681100302,49506.0,49023.47,M1006051509,0.0,0.0,0,0
436,PAYMENT,2179.75,C136612517,71.0,0.0,M1052755742,0.0,0.0,0,0
436,PAYMENT,1549.44,C1349110899,45420.0,43870.56,M1385806915,0.0,0.0,0,0
436,PAYMENT,740.81,C2126800151,546.0,0.0,M1048828646,0.0,0.0,0,0
436,PAYMENT,1192.77,C546804497,719.0,0.0,M1064524004,0.0,0.0,0,0
436,PAYMENT,1079.4,C1656909504,20375.0,19295.6,M1110891668,0.0,0.0,0,0
436,PAYMENT,1622.36,C1579536600,2095.0,472.64,M2067007360,0.0,0.0,0,0
436,DEBIT,7686.64,C183620168,36780.0,29093.36,C2080207538,349221.51,356908.15,0,0
436,PAYMENT,1518.94,C2119663102,70169.0,68650.06,M235192828,0.0,0.0,0,0
436,CASH_OUT,393346.03,C1440210875,68650.06,0.0,C1510928019,1813605.48,2206951.51,0,0
436,CASH_OUT,305911.75,C1362109659,0.0,0.0,C1131276166,9370604.11,9676515.85,0,0
436,CASH_OUT,170101.74,C340593550,0.0,0.0,C745991190,1985639.23,2155740.97,0,0
436,CASH_OUT,253537.99,C1022239706,0.0,0.0,C1045177911,2089614.28,2343152.27,0,0
436,PAYMENT,144.21,C1462704635,25606.0,25461.79,M124385593,0.0,0.0,0,0
436,PAYMENT,867.83,C2063897377,15203.0,14335.17,M909746024,0.0,0.0,0,0
436,CASH_OUT,501503.81,C435595413,14335.17,0.0,C1054771725,4030931.24,4532435.05,0,0
436,PAYMENT,1549.44,C1360931491,191007.0,189457.56,M249312826,0.0,0.0,0,0
436,PAYMENT,355.8,C1952725590,39875.0,39519.2,M1492817487,0.0,0.0,0,0
436,TRANSFER,842554.02,C2022831297,842554.02,0.0,C676778137,0.0,0.0,1,0
436,CASH_OUT,842554.02,C395534351,842554.02,0.0,C356600887,510821.19,1353375.21,1,0
436,PAYMENT,1373.9,C1123044897,15311.0,13937.1,M1320476894,0.0,0.0,0,0
436,PAYMENT,2043.13,C972300853,61267.0,59223.87,M896249372,0.0,0.0,0,0
436,PAYMENT,369.48,C1965715414,100170.0,99800.52,M477221821,0.0,0.0,0,0
436,PAYMENT,1135.37,C67944332,106013.0,104877.63,M1820326495,0.0,0.0,0,0
436,TRANSFER,591766.42,C1250782425,591766.42,0.0,C236114875,0.0,0.0,1,0
436,CASH_OUT,591766.42,C1492365838,591766.42,0.0,C1180486169,7334547.33,7926313.75,1,0
436,TRANSFER,55961.1,C971146819,31555.0,0.0,C1010002968,1577050.37,1633011.47,0,0
436,PAYMENT,803.15,C710684194,20024.0,19220.85,M194405396,0.0,0.0,0,0
436,PAYMENT,1757.39,C1320207530,5447.0,3689.61,M1666024353,0.0,0.0,0,0
436,PAYMENT,1617.04,C682335444,146584.0,144966.96,M279313169,0.0,0.0,0,0
436,TRANSFER,804691.55,C1492711483,144966.96,0.0,C1085428128,1344095.6,2148787.15,0,0
436,TRANSFER,377627.16,C1470576654,0.0,0.0,C1954217280,67818921.38,68196548.54,0,0
436,TRANSFER,5080951.94,C589189906,0.0,0.0,C1023962161,8911079.8,13992031.73,0,0
436,TRANSFER,772616.66,C475814163,0.0,0.0,C1407482637,3138881.64,3911498.31,0,0
436,TRANSFER,220966.26,C58344323,0.0,0.0,C2124919455,307620.73,528586.98,0,0
436,TRANSFER,171636.82,C1844669610,0.0,0.0,C881446266,247558.47,419195.29,0,0
436,TRANSFER,4028700.89,C1017394373,0.0,0.0,C2078650783,4706173.82,8734874.71,0,0
436,TRANSFER,2519429.74,C1120822915,0.0,0.0,C1113041375,2947913.27,5467343.01,0,0
