step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
601,PAYMENT,115.0,C396363347,50.0,0.0,M1137898995,0.0,0.0,0,0
601,PAYMENT,23302.85,C1505891415,0.0,0.0,M1672214987,0.0,0.0,0,0
601,PAYMENT,2180.34,C1957624179,39492.0,37311.66,M545781624,0.0,0.0,0,0
601,PAYMENT,1504.97,C1764634515,49660.0,48155.03,M1433921244,0.0,0.0,0,0
601,PAYMENT,4445.6,C1452402784,1612.0,0.0,M1228077565,0.0,0.0,0,0
601,PAYMENT,3453.28,C1366824447,0.0,0.0,M1003706378,0.0,0.0,0,0
601,PAYMENT,4164.55,C1649964536,11626.0,7461.45,M1014728031,0.0,0.0,0,0
601,CASH_OUT,264164.14,C759019714,7461.45,0.0,C1934185092,4813833.71,5077997.86,0,0
601,CASH_OUT,255500.77,C202356327,0.0,0.0,C1016527144,5457831.23,5713332.01,0,0
601,CASH_OUT,136515.17,C769254827,0.0,0.0,C272385443,8085379.24,8221894.41,0,0
601,CASH_OUT,457148.54,C1298717746,0.0,0.0,C2119953305,2872496.87,3329645.41,0,0
601,CASH_OUT,328584.28,C231966453,0.0,0.0,C576006251,2606712.19,2935296.46,0,0
601,CASH_OUT,64582.66,C2090775974,0.0,0.0,C32508071,4309150.07,4373732.72,0,0
601,CASH_OUT,340175.06,C503898915,0.0,0.0,C1138454120,455084.67,795259.73,0,0
601,CASH_OUT,230687.0,C361379228,0.0,0.0,C1100350160,269240.59,499927.59,0,0
601,CASH_OUT,79839.4,C83881462,0.0,0.0,C550113816,103282.14,183121.55,0,0
601,DEBIT,5007.02,C231037770,23701.0,18693.98,C79890680,1415375.04,1420382.06,0,0
601,PAYMENT,422.25,C1410183210,55006.0,54583.75,M284121570,0.0,0.0,0,0
601,PAYMENT,1079.95,C1803851348,26409.0,25329.05,M1287429989,0.0,0.0,0,0
601,PAYMENT,954.96,C1971972664,10682.0,9727.04,M532909346,0.0,0.0,0,0
601,PAYMENT,6600.44,C1346014904,21520.0,14919.56,M2018862189,0.0,0.0,0,0
601,PAYMENT,11184.46,C1119324533,14919.56,3735.1,M1092527772,0.0,0.0,0,0
601,PAYMENT,4435.23,C1163247433,150273.0,145837.77,M376495490,0.0,0.0,0,0
601,PAYMENT,751.7,C1760694808,52524.0,51772.3,M1558995932,0.0,0.0,0,0
601,PAYMENT,4087.87,C875241727,29564.0,25476.13,M614950709,0.0,0.0,0,0
601,CASH_OUT,57530.0,C1555940203,25476.13,0.0,C1819706577,7398075.43,7455605.43,0,0
601,DEBIT,183.65,C1676716451,10227.0,10043.35,C2124100086,205716.18,205899.83,0,0
601,PAYMENT,13480.12,C238113274,10043.35,0.0,M288362950,0.0,0.0,0,0
601,PAYMENT,2522.21,C597962256,1874.0,0.0,M1174349430,0.0,0.0,0,0
601,PAYMENT,18923.42,C1095041458,0.0,0.0,M1349158525,0.0,0.0,0,0
601,DEBIT,2426.25,C1388115662,18321.0,15894.75,C13713382,2464915.21,2467341.46,0,0
601,PAYMENT,2885.44,C1850517113,116325.0,113439.56,M133001875,0.0,0.0,0,0
601,PAYMENT,8179.47,C61887869,113439.56,105260.1,M907004227,0.0,0.0,0,0
601,PAYMENT,1542.65,C1031528085,1354.0,0.0,M1374571075,0.0,0.0,0,0
601,CASH_IN,660908.82,C1358231230,18903.0,679811.82,C249980800,0.0,0.0,0,0
601,CASH_OUT,174150.87,C419002418,679811.82,505660.95,C508145650,368975.24,543126.11,0,0
601,PAYMENT,3053.23,C2073400014,64627.0,61573.77,M1485468589,0.0,0.0,0,0
601,PAYMENT,7703.07,C800861956,39810.0,32106.93,M2094524969,0.0,0.0,0,0
601,DEBIT,2937.26,C721622175,55823.0,52885.74,C857753866,3063785.6,3066722.86,0,0
601,PAYMENT,9058.98,C547298633,12508.0,3449.02,M1846919761,0.0,0.0,0,0
601,PAYMENT,11733.0,C768670488,31863.0,20130.0,M507815377,0.0,0.0,0,0
601,PAYMENT,231.97,C1181324805,20130.0,19898.03,M103728083,0.0,0.0,0,0
601,PAYMENT,7405.86,C739041333,19898.03,12492.17,M400405064,0.0,0.0,0,0
601,PAYMENT,15011.61,C495900424,12492.17,0.0,M1833873201,0.0,0.0,0,0
601,PAYMENT,17705.38,C646506469,0.0,0.0,M1547521678,0.0,0.0,0,0
601,PAYMENT,20265.0,C937485462,0.0,0.0,M802153084,0.0,0.0,0,0
601,PAYMENT,5353.16,C1318686639,0.0,0.0,M2020012492,0.0,0.0,0,0
601,PAYMENT,8338.75,C1209171458,0.0,0.0,M404662654,0.0,0.0,0,0
601,PAYMENT,11186.13,C444115237,0.0,0.0,M1432343351,0.0,0.0,0,0
601,PAYMENT,12628.41,C241583600,0.0,0.0,M1667123227,0.0,0.0,0,0
601,PAYMENT,1125.3,C1018229972,0.0,0.0,M391990814,0.0,0.0,0,0
601,PAYMENT,7114.76,C724095168,0.0,0.0,M984042286,0.0,0.0,0,0
601,PAYMENT,8733.09,C25825018,0.0,0.0,M2094701931,0.0,0.0,0,0
601,PAYMENT,23493.91,C295300320,0.0,0.0,M291978182,0.0,0.0,0,0
601,PAYMENT,9114.65,C1087048398,0.0,0.0,M1750263417,0.0,0.0,0,0
